SEKVENS;KODE;NIVEAU;TITEL;GENERELLE_NOTER;INKLUDERER;INKLUDERER_OGSÅ;EKSKLUDERER;PARAGRAF;MÅLEENHED
1551;"85.4";3;Videregående uddannelsesinstitutioner;"Denne gruppe omfatter teoretiske kurser, der fører til bachelor- og kandidatgrader. Adgangskravet er et eksamensbevis på mindst gymnasieniveau. Undervisningen kan gives forskellige steder, fx i enhedens eller kundens undervisningslokaler, på uddannelsesinstitutioner, på arbejdspladsen eller i hjemmet.

Der tilbydes en lang række fag på dette niveau med hovedvægten på enten erhvervelse af teoretisk viden eller erhvervelse af praktiske færdigheder.";;;;;
1552;"85.41";4;Videregående uddannelser ikke på universitetsniveau;;;;;;
1553;"854100";5;Videregående uddannelser ikke på universitetsniveau;Branchen omfatter uddannelser, der kræver adgangsgivende eksamen (min. gymnasieniveau), men ikke på universitetsniveau. Fx lærerseminarier, tekniske højskoler, ingeniørhøjskoler, teater- og filmskoler mv.;"- Videregående uddannelser ikke på universitetsniveau
- Lærerseminarier samt husholdnings- og håndarbejdsseminarier
- Skoler for billedkunst, teater- og filmskoler
- Sociale højskoler
- Tekniske højskoler og ingeniørhøjskoler samt arkitektskoler
- Navigations- og maskinmesterskoler
- Officersskoler
- Jordemoderskoler og sygeplejerskehøjskoler
- Bioanalytikeruddannelsen
- Farmakonomuddannelsen
- Afspændingspædagoguddannelsen";;"- Voksenundervisning som defineret i<ref>85.5</ref>
- Social- og sundhedsuddannelsen, jf.<ref>85.32.00</ref>";;
1554;"85.42";4;Videregående uddannelser på universitetsniveau;;;;;;
1555;"854200";5;Videregående uddannelser på universitetsniveau;Branchen omfatter undervisning på universitetsniveau. Fx tandlægehøjskoler, handelshøjskoler og universiteter.;"- Universiteter og universitetscentre
- Åbent universitet
- Danmarks Pædagogiske Universitet (DPU)
- Danmarks Tekniske Universitet (DTU)
- Kunstneriske og kulturelle uddannelser på universitetsniveau
- Tandlægehøjskoler og Danmarks Farmaceutiske Universitet
- Handelshøjskoler
- IT-universitet";;;;
1556;"85.5";3;Anden undervisning;Denne gruppe omfatter generel fortsat undervisning og uddannelse inden for hobby og fritid. Den omfatter lejre og skoler, der tilbyder grupper og enkeltpersoner undervisning i sportsaktiviteter, i fremmedsprog, i kunst, drama eller musik eller anden undervisning eller specialiseret undervisning, der ikke kan sidestilles med undervisningen i gruppe 85.1 - 85.4.;;;;;
1557;"85.51";4;Undervisning inden for sport og fritid;;;;;;
1558;"855100";5;Undervisning inden for sport og fritid;Branchen omfatter undervisning på kurser og idrætsskoler, der ikke fører til kompetencegivende eksamen.;"- Undervisning inden for sport og fritid
- Kurser, lejre og skoler, der tilbyder grupper og enkeltpersoner undervisning i sportsaktiviteter
- Sportsundervisningslejre i dagtimerne eller med overnatning. Undervisningen i denne undergruppe er tilrettelagt formelt
- Fritidsidrætsskoler, -lejre o.l. (fx fodboldskoler og -lejre)
- Træningsskoler
- Professionelle sportstrænere, lærere, instruktører";;"- Undervisning der foregår i idrætsklubber og -foreninger, jf.<ref>93.12.00</ref>
- Undervisning i kulturelle discipliner, jf.<ref>85.52.00</ref>";;
1559;"85.52";4;Undervisning i kulturelle discipliner;Omfatter undervisning i kulturelle discipliner som kunst, drama og musik, hovedsageligt som hobby- og fritidsundervisning. Undervisningen er tilrettelagt formelt, men fører ikke til et kompetencegivende eksamensbevis.;;;;;
1560;"855200";5;Undervisning i kulturelle discipliner;Branchen omfatter undervisning, der hovedsagligt gives som hobby- og fritidsundervisning, der ikke fører til kompetencegivende eksamen.;"- Musikundervisning og -skoler
- Kunstundervisning
- Danseundervisning og -skoler
- Dramaskoler
- Kunstskoler
- Skoler, der giver undervisning i scenekunst
- Fotoskoler";;- Sprogundervisning, jf.<ref>85.59.00</ref>;;
1561;"85.53";4;Køreskoler;;;;;;
1562;"855300";5;Køreskoler;Branchen omfatter undervisning i at føre bil, fly eller båd til privat brug.;;"- Fly-, sejler- og søfartsskoler, der ikke udsteder erhvervsmæssige certifikater og
-tilladelser
- Køretekniske anlæg";- Køreskoler for erhvervschauffører, jf.<ref>85.32.00</ref>;;
1563;"85.59";4;Anden undervisning i.a.n.;;;;;;
1564;"855900";5;Anden undervisning i.a.n.;Branchen omfatter skoler og kurser, som fx aftenskoler, daghøjskoler, computerkurser og personlig coaching mv.;"- Computerkurser
- Religionsundervisning
- Højskoler
- Oplysningsforbundenes undervisningsaktivitet
- Produktions- og daghøjskoler
- Indvandrerundervisning
- Personlig coaching
- Sprogskoler
- Aftenskoler for voksne";- Livredderkurser;;;
1565;"85.6";3;Hjælpeydelser i forbindelse med undervisning;;;;;;
1566;"85.60";4;Hjælpeydelser i forbindelse med undervisning;;;;;;
1567;"856000";5;Hjælpeydelser i forbindelse med undervisning;Branchen omfatter hjælpeydelser i forbindelse med undervisning som fx uddannelsesrådgivning, studievejledning og tilrettelæggelse af studenterudvekslingsprogrammer.;"- Hjælpeydelser i forbindelse med undervisning
- Uddannelsesrådgivning
- Studievejledning
- Vurdering af undervisningsprøver
- Tilrettelæggelse af studenterudvekslingsprogrammer
- Studenterrådgivning";;- Forskning og eksperimentel udvikling inden for samfundsvidenskab og humanistiske videnskaber, jf.<ref>72.20.00</ref>;;
1568;"Q";1;Sundhedsvæsen og sociale foranstaltninger;Denne hovedafdeling omfatter sundhedsvæsen og sociale foranstaltninger. Den omfatter en lang række aktiviteter fra sundhedspleje udøvet af uddannede læger på hospitaler og andre institutioner over institutionsophold, der stadig indebærer et vist omfang af sundhedspleje, til sociale foranstaltninger uden sundhedspersonales medvirken.;;;;;
1569;"86";2;Sundhedsvæsen;Denne hovedgruppe omfatter kort- eller langvarige hospitalstjenester, almindelige eller specialiserede medicinske, kirurgiske, psykiatriske hospitaler og hospitaler for stofmisbrugere, sanatorier, institutioner inden for forebyggende sundhedspleje, klinikker, revalideringscentre, spedalskhedshospitaler og andre institutioner inden for sundhedsvæsen med kapacitet til patientindlæggelse, som beskæftiger sig med at stille diagnoser og give lægebehandling til indlagte patienter med et af en lang række helbredsproblemer. Den omfatter også konsultation og behandling inden for almen medicin og på speciallægeområdet udført af alment praktiserende læger og speciallæger samt kirurger. Den omfatter tandlægevirksomhed, der udøves som almindelig eller specialiseret behandling, og tandregulering. Desuden omfatter denne hovedgruppe al virksomhed inden for sundhedsvæsen, som ikke udøves på hospitaler eller af praktiserende læger, men af paramedicinsk personale, som har autorisation til at behandle patienter.;;;;;
1570;"86.1";3;Hospitaler;;;;;;
1571;"86.10";4;Hospitaler;;;;;;
1572;"861000";5;Hospitaler;Branchen omfatter private og offentlige hospitaler (inkl. psykiatriske), skadestuer og tjenester ydet af medicinsk og paramedicinsk personale, herunder laboratorietjenester, radiologi og anæstesi. Sygetransport med ambulance henvises til 86.90.90, og siddende sygetransport med taxi henvises til 49.32.00;"- Kort- eller langvarige hospitalstjenester, dvs. lægebehandling, diagnose og behandling, på almindelige (fx lokale og regionale hospitaler, hospitaler, der drives af almennyttige organisationer, universitetshospitaler, militærhospitaler og fængselshospitaler) og specialiserede hospitaler (fx psykiatriske hospitaler og hospitaler for stofmisbrugere, fødselshospitaler og specialiserede sanatorier). Aktiviteterne udøves under tilsyn af læger og omfatter:
- Tjenester ydet af medicinsk og paramedicinsk personale
- Laboratorietjenester og tekniske tjenester, herunder radiologi og anæstesi
- Skadestuer
- Operationsstuetjenester, farmaceutiske tjenester, forplejning og andre hospitalstjenester
- Aktiviteter udøvet af familieplanlægningscentre, som tilbyder lægebehandling som fx sterilisering og svangerskabsafbrydelse, med patientindlæggelse
- Forskning, der sker som en integreret del af hospitalers aktivitet";;"- Laboratorieprøver og undersøgelse af materialer og produkter af enhver art undtagen medicinske, jf.<ref>71.20</ref>
- Dyrlæger, jf.<ref>75.00</ref>
- Militærets sanitetstjeneste, jf.<ref>84.22.00</ref>
- Tandlægevirksomhed, der udøves som almindelig eller specialiseret behandling, fx tandbehandling, endodontisk og pædiatrisk tandbehandling; oral patologi, tandregulering, jf.<ref>86.23.00</ref>
- Private lægers tjenesteydelser til hospitalspatienter, jf.<ref>86.2</ref>
- Medicinske laboratorieprøver uden for hospitalerne, jf.<ref>86.90.90</ref>
- Ambulancetransport, jf.<ref>86.90.90</ref>";;
1573;"86.2";3;Praktiserende læger og tandlæger;"Denne gruppe omfatter konsultation og behandling udført af alment praktiserende læger og speciallæger, herunder kirurger, tandlæger mv. Aktiviteterne kan udøves i privat praksis, lægecentre samt på ambulatorier og i klinikker, der er tilknyttet virksomheder, skoler, plejehjem, faglige organisationer, og i patienternes hjem.

Denne gruppe omfatter også private lægers tjenesteydelser til hospitalspatienter";;;;;
1574;"86.21";4;Alment praktiserende læger;;;;;;
1575;"862100";5;Alment praktiserende læger;Branchen omfatter konsultation og behandling udført af alment praktiserende læger og vagtlæger, hvad enten det foregår i individuel praksis, i lægehuse eller patientens hjem. Der skelnes ikke mellem private og offentlige læger. Hospitalstjenesteydelser til hospitalspatienter henvises til 86.10.00;- Konsultation og behandling inden for almen medicin udført af alment praktiserende læger eller vagtlæger, hvad enten den udføres i selvstændig praksis eller i lægehuse;;"- Hospitalstjenesteydelser til hospitalspatienter, jf.<ref>86.10.00</ref>
- Aktiviteter, der udøves af paramedicinsk personale som fx jordemødre, sygeplejersker og fysioterapeuter, jf.<ref>86.90</ref>";;
1576;"86.22";4;Praktiserende speciallæger;;;;;;
1577;"862200";5;Praktiserende speciallæger;Branchen omfatter konsultation og behandling på speciallægeområdet, hvad enten det foregår i individuel praksis, lægecentre eller ambulatorier. Røntgen- og fertilitetsklinikker samt alkoholambulatorier er også omfattet.;"- Konsultation og behandling på speciallægeområdet udført af speciallæger og kirurger, hvad enten den sker i individuel praksis, i lægecentre eller i ambulatorier, herunder alkoholambulatorier
- Aktiviteter udøvet af familieplanlægningscentre, som tilbyder lægebehandling som fx sterilisering og svangerskabsafbrydelse, uden patientindlæggelse
- Røntgenklinikker
- Fertilitetsklinikker
- Alkoholambulatorier";;"- Hospitalstjenesteydelser til hospitalspatienter, jf.<ref>86.10.00</ref>
- Aktiviteter, der udøves af jordemødre, fysioterapeuter og andet paramedicinsk personale, jf.<ref>86.90</ref>";;
1578;"86.23";4;Praktiserende tandlæger;;;;;;
1579;"862300";5;Praktiserende tandlæger;Branchen omfatter både almindelig og specialiseret behandling, herunder tandregulering og kommunal tandpleje. Fremstilling af kunstige tænder eller tandproteser henvises til 32.50.00. Behandling af dyr (både husdyr og kæledyr) henvises til 75.00.00;"- Tandlægevirksomhed, der udøves som almindelig eller specialiseret behandling, fx tandbehandling, endodontisk og pædiatrisk tandbehandling; oral patologi
- Tandregulering
- Kommunal tandpleje
- Tandlægevirksomhed på hospitalsstuer
- Tandplejere
- Kliniske Tandteknikere";;"- Fremstilling af kunstige tænder og tandproteser, der udføres af tandteknikere, jf. <ref>32.50.00</ref>
- Hospitalstjenesteydelser til hospitalspatienter, jf. <ref>86.10.00</ref>
- Den virksomhed, der udøves af hjælpepersonale for tandlæger som fx klinikassistenter, jf. <ref>86.90.10</ref>";;
1580;"86.9";3;Sundhedsvæsen i øvrigt;;;;;;
1581;"86.90";4;Sundhedsvæsen i øvrigt;"Denne undergruppe omfatter virksomhed inden for sundhedsvæsen, som ikke udøves på hospitaler eller af praktiserende læger eller tandlæger; og virksomhed udøvet af sygeplejersker, jordemødre, fysioterapeuter, ergoterapeuter og andet paramedicinsk personale inden for optometri, hydroterapi, massage, taleterapi, fodpleje, homøopati, kiropraktik, akupunktur mv. Disse aktiviteter kan udøves af klinikker tilknyttet virksomheder, skoler, plejehjem, faglige organisationer og foreninger, på behandlingscentre bortset fra hospitaler såvel som i egne konsultationslokaler, patienternes hjem eller andetsteds.

Denne undergruppe omfatter ikke fremstilling af kunstige tænder og tandproteser, der udføres af tandteknikere, jf.<ref>32.50</ref>, patienttransport uden genoplivningsudstyr eller lægeligt personale jf. hovedgruppe <ref>49</ref>, <ref>50</ref>, <ref>51</ref>, ikke-medicinske laboratorieprøver, jf.<ref>71.20</ref>, institutionsophold med sygepleje, jf.<ref>87.10</ref>og afprøvning og undersøgelser i forbindelse med fødevarehygiejne, jf.<ref>71.20</ref>";;;;;
1582;"869010";5;Sundhedspleje, hjemmesygepleje og jordemødre mv.;Branchen omfatter sundhedspleje, den kommunale hjemmesygepleje og praktiserende jordemødre inkl. hjælpepersonale for tandlæger og sygeplejersker tilknyttet skoletandplejen.;"- Den kommunale hjemmesygepleje
- Sundhedsplejen i relation til mindre børn
- Skolesundhedspleje
- Praktiserende jordemødre, jordemodercentre og fødeklinikker i det omfang, disse aktiviteter ikke er integreret i regionens og kommunens virksomhed";- Den virksomhed, der udøves af hjælpepersonale for tandlæger som fx tandplejere, sygeplejersker tilknyttet skoletandplejen og klinikassistenter, som kan arbejde selvstændigt, men under regelmæssigt tilsyn af tandlægen;;;
1583;"869020";5;Fysio- og ergoterapeuter;Branchen omfatter fysio- og ergoterapeutiske aktiviteter, i det omfang disse ikke er integreret i hospitalernes virksomhed.;- Fysio- og ergoterapeutiske klinikker og praktiserende fysio- og ergoterapeuter i det omfang, disse aktiviteter ikke er integreret i hospitalernes virksomhed;;;;
1584;"869030";5;Psykologisk rådgivning;Branchen omfatter praktiserende psykologer og psykologisk rådgivning inkl. skolepsykologer, musik- eller psykoterapeuter (med og uden psykologuddannelse).;"- Praktiserende psykologer
- Pædagogisk psykologisk rådgivning (PPR)
- Skolepsykologiske tjenester";"- Ikke-psykologuddannede psykoterapeuter
- Psykoterapeuter
- Musikterapeuter";;;
1585;"869040";5;Kiropraktorer;Branchen omfatter praktiserende kiropraktorer i det omfang, disse aktiviteter ikke er integreret i hospitalernes virksomhed;- Praktiserende kiropraktorer i det omfang, disse aktiviteter ikke er integreret i hospitalernes virksomhed;;;;
1586;"869090";5;Sundhedsvæsen i øvrigt i.a.n.;Branchen omfatter en række behandlingstilbud, deriblandt akupunktur, zoneterapi, kostvejledning, ambulancetransport samt blodbanker, sædbanker og organbanker. Sol- og motionscentre henvises til 96.04.00;"- Lægelaboratorier uden for hospitalerne
- Fodplejere
- Fodterapeuter
- Zoneterapi
- Akupunktur
- Kuranstalter
- Kostvejledning og diætister
- Vægtkonsulenter
- Blodbanker, sædbanker og organbanker, i det omfang, disse aktiviteter ikke er integreret i hospitalernes virksomhed
- Ambulancetransport af patienter uanset transportmåde, herunder også flyvemaskiner";;"- Sol- og motionscentre mv., jf.<ref>96.04.00</ref>
- Astrologiske og spiritistiske aktiviteter, jf.<ref>96.09.00</ref>
- Brandvæsen og redningskorps, jf.<ref>84.25.00</ref>";;
1587;"87";2;Institutionsophold;"Denne hovedgruppe omfatter institutionsophold kombineret med sygepleje, tilsyn eller anden form for pleje alt efter, hvad beboerne kræver. Faciliteterne udgør en væsentlig del af produktionsprocessen, og plejen er en blanding af sundheds- og socialtjenester, hvor sundhedstjenesterne i udstrakt grad består af sygepleje. 	

For at der skal være tale om en enhed med institutionsophold skal det gælde at: 
- beboerne skal bo i samme kompleks/bygning
- der skal være tilknyttet en form for tilsyn/hjælp eller lignende	
";;;;;
1588;"87.1";3;Institutionsophold med sygepleje;;;;;;
1589;"87.10";4;Institutionsophold med sygepleje;;;;;;
1590;"871010";5;Plejehjem;Branchen omfatter institutionsophold kombineret med pleje (fx plejehjem, ældrecentre og plejeboliger samt hjemmehjælp), som en del af en integreret plejeordning ved plejehjem- og boliger. Beskyttede boliger henvises til 87.30.20;"- Plejehjem med sygepleje
- Hjemmehjælp, der er en del af integreret plejeordning i forbindelse med plejehjem, der yder bistand til ældre i egen bolig eller institutioner";;- Beskyttede boliger, jf.<ref>87.30.20</ref>;;
1591;"871020";5;Institutionsophold med sygepleje i.a.n.;Branchen omfatter hospice, rekonvalescenthjem, sygeplejefaciliteter og hvilehjem med sygepleje;"Omfatter:
- Hospice
- Rekonvalescenthjem
- Hvilehjem med sygepleje
- Sygeplejefaciliteter";;"- Hjemmepleje udøvet af sundhedspersonale, jf.<ref>86.90.10</ref>
- Beskyttede boliger, jf.<ref>87.30.20</ref>
- Sociale foranstaltninger med institutionsophold som fx børnehjem, hjem for midlertidigt hjemløse, jf.<ref>87.90</ref>";;
1592;"87.2";3;Institutionsophold for psykisk handicappede, psykisk syge og stofmisbrugere;Denne gruppe omfatter ophold for personer med psykiske funktionsnedsættelser, hvorved forstås funktionsnedsættelser, der skyldes mentale problemer eller nedsat eller manglende mental udvikling.;;;;;
1593;"87.20";4;Institutionsophold for psykisk handicappede, psykisk syge og stofmisbrugere;Denne undergruppe omfatter institutionsophold (men ikke bevilget hospitalspleje) for psykisk handicappede, psykisk syge og stofmisbrugere. Institutionerne tilbyder logi, kost, beskyttende tilsyn og rådgivning samt nogen sundhedspleje. Den omfatter også institutionsophold og behandling for patienter med psykiske sygdomme og sygdomme udløst af stofmisbrug.;;;;;
1594;"872010";5;Døgninstitutioner for personer med psykiske handicap;Branchen omfatter ophold kombineret med sygepleje, tilsyn eller anden form for pleje for børn, unge og voksne med psykiske funktionsnedsættelser. Psykiatriske hospitaler henvises til 86.10.00;"- Hjem for børn og unge med vidtgående psykiske handicap
- Døgninstitutioner for voksne med vidtgående psykiske handicap, samt psykiatriske plejehjem
- Bofællesskaber for psykisk handicappede
- Udslusningsboliger for psykisk handicappede";;"- Psykiatriske hospitaler, jf.<ref>86.10.00</ref>
- Sociale foranstaltninger med institutionsophold som fx hjem for midlertidigt hjemløse, jf.<ref>87.90</ref>";;
1595;"872020";5;Behandlingshjem for stofmisbrugere og alkoholskadede;Branchen omfatter ophold kombineret med sygepleje, tilsyn eller anden form for pleje på fx ungdomscentre, dag- og døgncentre for afvænning af stofmisbrugere samt behandlingshjem for alkoholikere (uden lægebehandling). For alkoholambulatorier se 86.22.00;- Institutioner for afvænning af stofmisbrugere (ungdomscentre, dag- og døgncentre) samt behandlingshjem for alkoholikere (uden lægebehandling);;- Alkoholambulatorier, jf.<ref>86.22.00</ref>;;
1596;"87.3";3;Institutionsophold for ældre og handicappede;Denne gruppe omfatter ophold for personer med fysiske funktionsnedsættelser, hvorved forstås funktionsnedsættelser, der skyldes legemlige begrænsninger.;;;;;
1597;"87.30";4;Institutionsophold for ældre og handicappede;Denne undergruppe omfatter institutionsophold og personlig pleje for ældre og handicappede, som ikke er i stand til fuldt ud at tage vare på sig selv og/eller ikke ønsker at bo alene. Plejen består normalt i logi, kost, tilsyn og bistand i dagligdagen som fx rengøring og hushjælp. I visse tilfælde tilbyder disse institutioner faguddannet sygepleje for beboere i særskilte lokaler på stedet.;;;;;
1598;"873010";5;Døgninstitutioner for personer med fysisk handicap;Branchen omfatter institutioner kombineret med sygepleje, tilsyn eller anden form for pleje for personer med fysiske funktionsnedsættelser, der skyldes legemlige begrænsninger.;"- Hjem for børn og unge med vidtgående fysiske handicap
- Døgninstitutioner for voksne med vidtgående fysiske handicap
- Bofællesskaber for fysisk handicappede";;;;
1599;"873020";5;Almene ældre- og handicapboliger o.l.;Branchen omfatter beskyttede boliger samt institutioner med særligt indrettede lejligheder (primært rettet mod ældre) med tilknyttet personale.;"- Institutioner og særligt indrettede lejligheder (med tilknyttet personale) især for ældre beboere
- Ældreboliger";;"- Plejehjem, jf.<ref>87.10.10</ref>
- Sociale foranstaltninger med institutionsophold, uden at lægebehandling og optræning er væsentlige elementer, jf.<ref>87.90</ref>";;
1600;"87.9";3;Andre former for institutionsophold;;;;;;
1601;"87.90";4;Andre former for institutionsophold;"Denne undergruppe omfatter institutionsophold og personlig pleje for personer undtagen ældre og handicappede, som ikke er i stand til fuldt ud at tage vare på sig selv eller ikke ønsker at bo alene.

Denne undergruppe omfatter ophold med henblik på at yde social bistand til børn og særlige kategorier af personer med begrænset evne til at klare sig selv, dog uden at lægebehandling og optræning er væsentlige elementer. Denne type ophold udbydes af offentlige institutioner eller private organisationer.

Denne undergruppe omfatter ikke finansiering og forvaltning af lovpligtige socialsikringsordninger, jf.<ref>84.30.00</ref>, sygeplejefaciliteter, jf.<ref>87.10</ref>, institutionsophold for ældre eller handicappede, jf.<ref>87.30</ref>, adoption, jf.<ref>88.99.10</ref>og midlertidig indkvartering af katastrofeofre, jf.<ref>88.99.20</ref>.";;;;;
1602;"879010";5;Døgninstitutioner for børn og unge;Branchen omfatter døgninstitutioner for børn og unge, fx spædbørns-, børne-, skole- og ungdomshjem og pensioner samt svangre- og mødrehjem.;"- Døgninstitutioner for børn og unge
- Spædbørnshjem, børnehjem, skolehjem, ungdomshjem og -pensioner
- Svangre- og mødrehjem";;"- Hjem for børn og unge med vidtgående fysiske og psykiske handicap, jf. <ref>87.30.10</ref> og <ref>87.20.10</ref>
- Støttepædagoger uden for institutionerne, jf. <ref>88.99.90</ref>";;
1603;"879020";5;Familiepleje;Branchen omfatter pleje af børn og unge med fysiske eller psykiske funktionsnedsættelser, i privat hjem (hele døgnet) efter kontrakt med offentlige myndigheder.;- Døgnpleje af børn og unge eller personer med vidtgående fysiske eller psykiske handicap anbragt i private hjem i henhold til kontakt med offentlige myndigheder;;;;
1604;"879090";5;Andre former for institutionsophold;Branchen omfatter fx krisecentre, herberger for hjemløse, beskyttede pensionater og forsorgshjem samt Kofoeds Skole.;- Forsorgshjem, optagelseshjem, beskyttet pensionat, herberger for hjemløse, krisecentre o.l.;- Kofoeds Skole;;;
1605;"88";2;Sociale foranstaltninger uden institutionsophold;Denne hovedgruppe omfatter en række sociale forsorgsforanstaltninger direkte til klienterne. Aktiviteterne i denne hovedgruppe omfatter ikke institutionsophold undtagen midlertidigt.;;;;;
1606;"88.1";3;Sociale foranstaltninger for ældre og handicappede uden institutionsophold;;;;;;
1607;"88.10";4;Sociale foranstaltninger for ældre og handicappede uden institutionsophold;"Denne undergruppe omfatter sociale foranstaltninger, rådgivning, velfærdsforanstaltninger, henvisning til institutioner og lignende tjenesteydelser, der ydes til ældre og handicappede i deres hjem eller andetsteds af offentlige institutioner eller private organisationer, nationale eller lokale hjælpeorganisationer samt specialister, der tilbyder rådgivning.

Denne undergruppe omfatter ikke finansiering og forvaltning af lovpligtige socialsikringsordninger, jf.<ref>84.30.00</ref>og aktiviteter, der svarer til dem, som er beskrevet i denne undergruppe, men med institutionsophold, jf.<ref>87.30</ref>.";;;;;
1608;"881010";5;Hjemmehjælp;Branchen omfatter praktisk hjælp og andet omsorgsarbejde i ældre, handicappede eller syge privatpersoners hjem. Handicappede med egen ansat hjælp er undtaget, jf 97.00.00. Der skelnes ikke mellem hjemmehjælp udbudt af offentlige eller private virksomheder.;- Praktisk bistand i hjemmet til ældre, handicappede eller syge, herunder også andet omsorgsarbejde end hjemmehjælpsordningen uden for institutionerne;;"- Hjemmesygepleje, jf.<ref>86.90.10</ref>
- Hjemmehjælp, der er en del af integreret plejeordning, jf.<ref>87.10.10</ref>";;
1609;"881020";5;Dagcentre mv.;Branchen omfatter være- og aktivitetscentre, åbne dagscentre for pensionister samt dagscentre for ældre og handicappede med optagelsesbetingede behandlingsbehov;"- Åbne dagcentre for pensionister og dagcentre med særlige optagelsesbetingelser for ældre og handicappede med behandlingsbehov
- Væresteder
- Aktivitetscentre";;- Daghjem, der normalt er en del af integreret plejeordning, jf.<ref>87.10.10</ref>;;
1610;"881030";5;Revalideringsinstitutioner;Branchen omfatter beskyttede værksteder og revalideringsklinikker, hvor der foretages en vurdering af invalideredes arbejdsevne, optræning eller omskoling.;"- Revalideringsklinikker hvor der for invaliderede og andre erhvervshæmmede foretages vurdering af arbejdsevne og -mulighed, arbejdsmæssig optræning eller omskoling
- Beskyttede værksteder";;"- Institutioner for stofmisbrugere og alkoholskadede, jf.<ref>87.20.20</ref>
- Særlige daginstitutioner for børn med vidtgående fysiske eller psykiske handicap, jf.<ref>87.30.10</ref>og<ref>87.20.10</ref>";;
1611;"88.9";3;Andre sociale foranstaltninger uden institutionsophold;;;;;;
1612;"88.91";4;Børnedagpleje;;;;;;
1613;"889110";5;Dagplejemødre;Branchen omfatter pasning af børn i privatpersoner hjem formidlet af kommunen samt privat dagpleje af børn uden offentlig støtte.;"- Pasning af børn i private hjem formidlet af kommunen
- Privat dagpleje af børn uden offentlig støtte";;;;
1614;"889120";5;Vuggestuer;Branchen omfatter dagsinstitutioner overvejende for børn i alderen 0-2 år. For aldersintegrerede institutioner se 88.91.50;- Daginstitutioner for børn overvejende i alderen 0-2 år;;- Aldersintegrerede institutioner, jf.<ref>88.91.50</ref>;;
1615;"889130";5;Børnehaver;Branchen omfatter dagsinstitutioner overvejende for børn i alderen 3-6 år. For aldersintegrerede institutioner se 88.91.50;- Daginstitutioner for børn overvejende i alderen 3-6 år;;- Aldersintegrerede institutioner, jf.<ref>88.91.50</ref>;;
1616;"889140";5;Skolefritidsordninger og fritidshjem;Branchen omfatter byggelegepladser, fritidsklubber og andre pasningsordninger rettet mod børn i alderen 7-14 år.;;"- Fritidsklubber for børn og pasningsordninger overvejende for børn i alderen 7-14 år
- Byggelegepladser";;;
1617;"889150";5;Aldersintegrerede institutioner;Branchen omfatter daginstitutioner, der er beregnet til børn over en bredere aldersgruppe end fx børnehave. Branchen omfatter også daginstitutioner for børn med funktionsnedsættelser.;"- Daginstitutioner der er beregnet på børn i alderen 0-14 år, 0-6 år eller 3-14 år
- Særlige daginstitutioner for børn med vidtgående fysiske eller psykiske handicap
- Legepladser
- Legestuer";;;;
1618;"889160";5;Fritids- og ungdomsklubber;"Branchen omfatter tilbud rettet mod større børn og unge, dog ikke idrætsklubber ";- Fritids- og ungdomsklubber primært beregnet for større børn og unge;;"- Idrætsklubber, jf.<ref>93.12.00</ref>
- Fritidshjem, jf.<ref>88.91.40</ref>";;
1619;"88.99";4;Andre sociale foranstaltninger uden institutionsophold i.a.n.;"Denne undergruppe omfatter sociale foranstaltninger, rådgivning, velfærdsforanstaltninger, foranstaltninger til fordel for flygtninge, henvisning til institutioner og lignende tjenesteydelser, der ydes til enkeltpersoner og familier i deres hjem eller andetsteds af offentlige institutioner eller private organisationer, katastrofehjælpsorganisationer og nationale eller lokale hjælpeorganisationer samt specialister, der tilbyder rådgivning

Denne undergruppe omfatter ikke finansiering og forvaltning af lovpligtige socialsikringsordninger, jf.<ref>84.30.00</ref>og aktiviteter, der svarer til dem, som er beskrevet i denne undergruppe, men med institutionsophold jf.<ref>87.90</ref>.";;;;;
1620;"889910";5;Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;Branchen omfatter fonde, legater og foreninger for ældre, syge og handicappede med et sygdomsbekæmpende eller socialt formål, fx Kræftens Bekæmpelse, Dansk Røde Kors, Dansk Blindesamfund, adoptionsorganisationer samt mødrehjælps- og ældreorganisationer.;"- Landsforeninger og lokale foreninger for ældre, syge og handicappede og/eller med sygdomsbekæmpende eller socialt formål
- Disse foreningers oplysningsvirksomhed, indsamlingsvirksomhed (herunder lotteri), udgivelse af medlemsblade o.l.
- Legater og fonde, hvis virksomhed har velgørende eller socialt sigte";"- Kræftens Bekæmpelse, Hjerteforeningen, Gigtforeningen, Landsforeningen Sind, Dansk Røde Kors, Dansk Blindesamfund, Folkekirkens Nødhjælp, Kirkens Korshær, mødrehjælps- og ældreorganisationer og adoptionsorganisationer
- Selvhjælpsgrupper
- Medarbejderfonde";"- Foreningens drift af institutioner med sygdomsbekæmpende, sociale eller forskningsmæssige formål. Disse brancheklassificeres i henhold til deres specifikke aktivitet
- Fonde med andre formål, jf.<ref>64.30</ref>";;
1621;"889920";5;Flygtninge- og asylcentre;Branchen omfatter midlertidig og længerevarende indkvartering af fx flygtninge, katastrofeofre og indvandrere.;- Aktiviteter for katastrofeofre, flygtninge og indvandrere mv. herunder midlertidig eller længerevarende indkvartering af disse;;;;
